influencer_id,influencer_name,platform,category,followers,engagement_rate_percent,avg_likes,avg_comments,country,brand_collaborations
357,Martin Ewing,Facebook,Travel,2589711,2.25,4882,9601,UK,57
358,Travis Turner,LinkedIn,Gaming,4660014,1.33,35779,4898,USA,111
359,Julie Wilson,YouTube,Fitness,4123068,12.97,39933,9963,India,174
360,Gregory Kent,Instagram,Technology,4111489,12.89,1906,563,India,20
361,Amanda Anderson,Instagram,Technology,688845,4.14,20281,8632,India,79
362,Andrea Davis,YouTube,Food,2375469,3.57,16557,8202,Australia,41
363,Jonathan Richardson,LinkedIn,Travel,626670,4.66,936,1445,India,186
364,Crystal Williams,Instagram,Beauty,4401449,14.31,25296,4117,Canada,181
365,James Aguilar,Twitter,Beauty,156593,5.37,43266,9896,Australia,23
366,Anthony Rubio,TikTok,Fitness,2875163,14.74,34854,458,Canada,117
367,Crystal Olson,Twitter,Fitness,4801765,6.33,25469,7427,USA,10
368,Sharon Walker,Instagram,Fashion,4900226,10.46,11976,3193,Canada,47
369,Paul Day,Twitter,Fitness,3627801,5.28,3844,5981,Australia,100
370,Douglas Poole,YouTube,Technology,4762489,8.92,23894,7703,India,171
371,Dominic Porter,Twitter,Food,3054755,6.07,40605,3222,USA,197
372,Rita Madden,Instagram,Fashion,4102128,7.54,44749,5519,UK,174
373,Tiffany Beltran,TikTok,Gaming,805257,12.67,32811,3388,USA,187
374,Justin Mcmillan,LinkedIn,Food,3471440,1.06,33390,5595,Canada,131
375,Michael Dickson,Twitter,Gaming,4630040,10.63,36164,6902,India,9
376,Kenneth Mayer,LinkedIn,Food,4394495,5.8,13237,5701,Australia,97
377,Jill Pierce,LinkedIn,Technology,4017879,13.07,14028,3207,Canada,71
378,Hailey Phillips,Instagram,Fitness,2278858,13.37,25179,3309,USA,126
379,Amanda Griffin,Twitter,Food,3319645,12.76,23080,9760,Canada,68
380,Daniel Alexander,Twitter,Gaming,2809327,8.26,25478,6328,Australia,67
381,Courtney Ruiz,TikTok,Gaming,4894640,9.86,5231,5735,UK,161
382,Rick Hardin,TikTok,Technology,2002634,4.85,21052,611,USA,65
383,Kimberly Mcgrath,YouTube,Food,198282,11.85,32550,2799,Australia,166
384,Paige Carlson,Facebook,Gaming,47641,8.83,49123,8608,Australia,102
385,Mark Aguilar,Twitter,Travel,2641906,13.3,17054,5472,India,61
386,Jason Walters,Facebook,Technology,3699757,12.27,36404,553,Canada,135
387,Christopher Ramirez,LinkedIn,Fitness,62164,6.24,13123,8763,UK,104
388,Jennifer Wilkerson,Twitter,Travel,4869294,3.64,8021,4077,Canada,154
389,Darrell Tate,Twitter,Travel,3186782,5.24,2911,4553,India,122
390,Carol Duncan MD,Instagram,Beauty,1858329,7.42,18111,1451,UK,1
391,Garrett Cook,Twitter,Technology,3241719,4.06,2021,5168,India,12
392,Hector Brown,LinkedIn,Fitness,1185071,6.71,35028,7424,Australia,111
393,Nicholas Valdez,Facebook,Food,1728847,3.83,30723,4626,Canada,69
394,Kimberly Rice,Twitter,Fashion,3306914,13.09,16329,3598,USA,125
395,Anthony Andrews,LinkedIn,Travel,1649915,12.51,31199,4352,India,86
396,Jennifer Williams,Instagram,Gaming,4989162,3.05,49770,9450,UK,18
397,Jesus Pratt,Instagram,Fitness,448719,13.28,41275,8035,Canada,12
398,Kristin Cook,Instagram,Gaming,4052183,12.26,39180,5392,India,101
399,Miguel Salinas,Facebook,Travel,2509442,14.67,30343,7815,Australia,163
400,Brent Boyer,YouTube,Fitness,3938047,3.83,1523,7017,India,68
401,David Leach,Facebook,Food,2111667,4.01,43045,6101,UK,181
402,Laura Fernandez,YouTube,Beauty,3969301,8.39,22473,395,UK,172
403,Robin Woods,YouTube,Beauty,1539667,6.74,30727,495,Canada,136
404,Loretta Smith,TikTok,Fashion,3946759,5.68,31615,1415,Australia,175
405,Jorge Roth,LinkedIn,Fitness,1005536,14.18,15773,6559,India,56
406,Dr. Laura Saunders,YouTube,Food,4782383,2.54,30359,4174,UK,154
407,Jessica Berry,Facebook,Gaming,4935596,8.29,6814,3413,USA,128
408,Monica Mccormick,TikTok,Fashion,3450613,14.09,22019,8294,India,126
409,Derek Lewis,Instagram,Gaming,4856155,1.93,49503,6646,UK,31
410,Laura Oconnor,Facebook,Fashion,252343,12.46,32603,606,Canada,136
411,Kelly Molina,Twitter,Gaming,1720538,11.66,19851,7251,Australia,188
412,Melissa Cook,YouTube,Beauty,2256735,8.17,796,3755,UK,133
413,Tamara Peters,TikTok,Beauty,2947659,7.47,21632,4685,India,75
414,Richard Parker,TikTok,Fitness,2201500,9.68,33790,966,Australia,3
415,Heather Hamilton,TikTok,Travel,1587639,2.65,33264,4031,Canada,66
416,Michelle Williams,Instagram,Food,2062118,11.35,32373,8527,UK,192
417,Andrea Garcia,Facebook,Technology,4216911,12.6,2829,9044,Australia,169
418,Kevin Sanchez,Twitter,Travel,4803779,13.61,14230,412,USA,48
419,Shane Adams,Facebook,Food,283480,7.46,432,5627,USA,109
420,Audrey Jackson,Facebook,Fitness,454698,2.74,13647,638,USA,156
421,Deborah Smith,YouTube,Fashion,3374943,6.34,39447,2725,USA,92
422,Joshua Wells,Instagram,Fitness,3352673,5.94,2023,7231,Australia,165
423,Angela Collins,Facebook,Technology,4976858,2.64,4040,2969,Canada,54
424,Jeffrey Deleon,YouTube,Beauty,1371299,1.36,41253,5873,USA,24
425,Alice Wright,Facebook,Fashion,4685418,14.67,1541,4807,USA,52
426,Travis Liu,LinkedIn,Fitness,658550,10.3,45960,658,Canada,133
427,Mrs. Cynthia Crawford,Instagram,Technology,1060608,12.31,34725,2058,India,146
428,Steven Marquez,Instagram,Technology,1993410,13.74,19585,8714,UK,182
429,Lisa Nichols,LinkedIn,Technology,3761507,4.05,29162,7973,Australia,115
430,Sherri Rhodes,LinkedIn,Gaming,1717087,9.22,9954,4458,UK,164
431,Katherine Best,Instagram,Technology,2747575,4.31,5647,8798,USA,125
432,Curtis Ramirez,YouTube,Beauty,1220197,13.03,33865,2282,Canada,71
433,Alyssa Crane,Instagram,Travel,1104136,9.22,22598,3045,UK,94
434,David Martinez,LinkedIn,Beauty,3918798,10.6,34568,1318,UK,87
435,Ann Griffin,Instagram,Travel,4964947,1.57,8222,9443,Canada,187
436,Melanie Butler,Facebook,Gaming,2755355,12.83,32986,7449,Canada,27
437,Michelle Hudson,Twitter,Beauty,2841249,1.21,19378,8416,Australia,73
438,Amanda Santiago,Twitter,Beauty,4910043,11.35,21421,518,Australia,147
439,Cameron Carson,Facebook,Food,1143782,10.16,46751,4779,India,61
440,Rachel Cooper,TikTok,Travel,2789676,1.37,23765,5699,UK,154
441,Jessica Butler,Facebook,Travel,1765376,6.16,33574,1294,India,130
442,Jessica Myers,TikTok,Food,1125948,10.3,21709,4935,Canada,197
443,Jennifer Nelson,TikTok,Technology,3792868,9.79,24486,9431,USA,95
444,Lindsey Everett,Instagram,Fitness,2382289,13.31,14309,8446,Canada,38
445,Jeffrey Ford,YouTube,Food,2420761,11.31,39168,7719,Australia,10
446,Julie Watson,Twitter,Technology,143831,7.91,21788,5986,Australia,73
447,Ricardo Russell,LinkedIn,Gaming,4593084,12.65,48413,6836,Canada,68
448,Jordan Dennis,YouTube,Fitness,886189,7.11,44516,9254,UK,108
449,Melissa Wagner,Facebook,Technology,4099497,2.64,38512,3640,UK,8
450,Ethan Brown,TikTok,Food,1416627,11.87,17369,361,Canada,78
451,Steven Haynes,YouTube,Food,1040557,11.95,9768,7928,Canada,93
452,Kristopher Mercer,Facebook,Beauty,1656444,12.27,24205,1874,USA,71
453,Mark Reed,Twitter,Beauty,866863,7.95,3339,935,UK,73
454,Harold Wong,YouTube,Beauty,3058958,5.71,19091,5806,UK,160
455,Amanda Miller,Facebook,Food,2821349,13.43,12377,2035,Canada,143
456,Isaac Fowler,Twitter,Food,1801947,3.85,45932,6813,Canada,131
457,Gary Owens,LinkedIn,Technology,453720,8.85,49817,147,UK,191
458,Rachel Hamilton,LinkedIn,Food,4870831,2.28,49850,852,UK,52
459,Charlene Mendoza,Facebook,Technology,667539,7.63,44696,7745,Australia,83
460,Chelsea Sanders,Twitter,Travel,1332067,2.31,30036,9573,USA,58
461,Evan Brown,Instagram,Beauty,3280686,8.78,40474,3994,India,172
462,Roberto Deleon,LinkedIn,Travel,3526178,1.5,33273,8970,UK,166
463,Karen Guerra MD,Instagram,Technology,206049,14.71,24466,9061,USA,153
464,Tiffany Johnson,Facebook,Beauty,657650,2.3,13509,2857,India,42
465,Mrs. Amy Little,Instagram,Travel,3405912,4.99,46510,3130,USA,182
466,Christopher Anderson,TikTok,Fitness,1822447,14.17,32853,9644,India,48
467,Chase Bailey,YouTube,Travel,21459,10.32,36833,7352,Australia,44
468,Jason Hansen,LinkedIn,Fitness,527669,8.83,34716,4888,UK,116
469,Miss Jean Miller,TikTok,Beauty,4360837,2.39,29775,7102,Canada,64
470,Clinton Brown,YouTube,Gaming,2290830,13.33,617,8927,USA,77
471,Phillip Thompson,YouTube,Technology,4300191,10.79,12312,6651,Canada,75
472,Sarah Rojas,Twitter,Beauty,4033694,4.89,27168,5049,UK,8
473,Brandi Stone,LinkedIn,Fitness,2162385,7.48,44941,2747,Canada,154
474,Warren Adams,TikTok,Travel,3642443,6.69,42777,5381,Australia,24
475,Jeffrey Castaneda,Facebook,Technology,4611933,7.64,40036,9301,USA,80
476,Destiny Page,Twitter,Fashion,3257209,8.37,20151,4234,Canada,157
477,Nicole Lester,LinkedIn,Travel,1823229,14.76,46180,5507,USA,24
478,Daniel Shaw,TikTok,Food,2744380,5.62,20478,2382,USA,158
479,Evan Smith,YouTube,Gaming,2342669,1.14,24928,9577,India,143
480,Sean Ryan,Facebook,Beauty,4743468,12.27,38710,6386,Canada,108
481,Jordan Kline,Instagram,Gaming,4357713,1.89,35343,3002,USA,148
482,Courtney Davila,Twitter,Gaming,1224848,4.4,42410,2254,UK,99
483,Sean Costa,YouTube,Fashion,4700171,7.87,14947,7682,USA,59
484,Tammy Edwards MD,Facebook,Fashion,4077615,10.9,25449,1073,USA,132
485,Diana Ruiz,Facebook,Gaming,3471146,7.89,34232,5373,Canada,129
486,Michael Hart,Facebook,Beauty,2052916,1.72,21707,5391,Australia,99
487,Wesley Vaughan,TikTok,Gaming,2731926,10.46,26274,6112,Canada,129
488,Kevin Pham,Instagram,Fashion,3233743,8.86,23205,5546,India,189
489,Michael Gallegos,Twitter,Gaming,1106322,13.83,31490,6972,UK,164
490,Melissa Wilson,Facebook,Fitness,2143855,14.17,27247,3693,USA,120
491,Joe Bautista,Instagram,Technology,306521,6.15,28568,5838,USA,65
492,Andrew Martinez,Instagram,Technology,2124952,3.49,9991,1458,Australia,111
493,Kristin Rivera,Twitter,Fashion,3717797,4.5,24260,2269,India,64
494,Luis Benson,LinkedIn,Fashion,2733984,2.16,37563,8665,UK,172
495,Sonya Lyons,TikTok,Technology,183050,12.26,41213,1679,USA,58
496,Michael Dominguez,LinkedIn,Technology,2656823,13.31,3354,8923,India,161
497,Timothy White,YouTube,Beauty,2208137,14.84,12276,9238,Australia,122
498,Austin Morrow,YouTube,Fitness,3552017,6.75,32210,9703,India,200
499,Lindsay Fernandez,YouTube,Travel,2342673,2.8,6377,45,Canada,11
500,Robin Tate,Instagram,Gaming,4240659,9.62,32282,728,India,94
501,Jamie Everett,Instagram,Travel,1268529,2.78,17615,5747,Canada,168
502,Anna White,TikTok,Technology,2479599,9.13,40610,9827,India,86
503,Miguel Peters,Twitter,Fitness,1114214,7.62,23125,7052,India,29
504,Virginia Hunter,LinkedIn,Beauty,2433124,4.02,12796,753,UK,2
505,Jason Stewart,Twitter,Gaming,4060918,7.71,24104,2043,USA,11
506,Mariah Sanchez,LinkedIn,Beauty,3592219,2.08,10136,2312,India,103
507,Robert Smith,Facebook,Technology,4612718,9.23,13283,7555,India,73
508,Jeffery Levy,YouTube,Fashion,3750802,4.35,18674,4047,India,157
509,Lisa Johnson,YouTube,Beauty,1060136,7.21,5800,2962,Canada,109
510,Harry Weber,Instagram,Fitness,3450676,5.92,14626,3317,Canada,23
511,Stanley Fowler,Facebook,Travel,3472391,14.55,1552,6877,USA,65
512,Taylor Maxwell,Facebook,Fitness,3806820,5.56,27689,7505,USA,14
513,Kara Woods,TikTok,Gaming,2030659,6.67,3864,2378,Canada,186
514,Martha Jackson,Instagram,Technology,2635739,2.58,49142,7173,Australia,125
515,Susan Thomas,Instagram,Technology,350547,6.97,30401,1265,India,46
516,Crystal Cook,Instagram,Beauty,699176,10.77,25204,7452,Australia,52
517,Matthew Beard,Facebook,Beauty,1512864,14.61,12396,9430,USA,195
518,Zachary Pena,Facebook,Technology,1941674,1.23,34816,4638,Australia,180
519,Kenneth Warren,TikTok,Technology,2682601,14.56,31103,938,Canada,149
520,Bobby Steele,Instagram,Gaming,2490738,3.64,34703,3742,India,38
521,Amy Oneal,Twitter,Technology,2277749,3.47,27118,8676,UK,161
522,Nicholas Phillips,LinkedIn,Fashion,2776938,11.35,9450,585,UK,18
523,Amy Pratt,Facebook,Travel,544525,5.52,33157,557,UK,26
524,Billy Gallagher,YouTube,Technology,419621,9.5,25747,6000,USA,58
525,Adam Jones,YouTube,Fashion,3496093,3.84,20790,7916,UK,180
526,Rebecca Johnson,Twitter,Beauty,2539854,3.71,3569,67,Australia,139
527,Lisa Medina,Facebook,Fitness,2364979,2.67,29646,7375,India,164
528,Brittany Steele,TikTok,Fashion,1231796,2.34,49035,4436,Canada,16
529,Christopher Cain,Facebook,Gaming,934812,12.46,45979,2799,Australia,175
530,Brian Castro,Twitter,Beauty,1879836,13.08,37153,7731,India,115
531,Erika Flores,LinkedIn,Fashion,4523104,6.24,29854,6222,Australia,114
532,Erica Carter,LinkedIn,Fashion,3146524,1.52,32447,3898,Australia,62
533,Timothy Anderson,Instagram,Fashion,257075,11.69,45033,5707,UK,151
534,Louis Swanson,LinkedIn,Beauty,705326,11.84,36026,3119,USA,184
535,Timothy Brown,YouTube,Food,618704,7.83,18943,8204,India,133
536,Benjamin Collier,Instagram,Food,2162744,11.12,23062,4869,UK,39
537,Katie Hicks,Facebook,Food,2803205,8.99,1506,8170,Canada,95
538,Jennifer Moyer,TikTok,Fitness,57258,9.07,909,7703,Australia,166
539,Deborah Jackson,Twitter,Gaming,2688189,6.96,12046,7395,India,149
540,Willie Mathews,YouTube,Beauty,1344143,6.75,41491,6295,India,32
541,Richard Patterson,Instagram,Gaming,4707957,7.11,7803,452,Australia,57
542,Stephanie Hanson,LinkedIn,Gaming,3658477,12.74,4556,9679,UK,147
543,Jill Bennett,Instagram,Gaming,30260,12.4,30728,822,India,51
544,Calvin Chavez,TikTok,Gaming,1141297,7.99,11115,8660,India,89
545,Jeremy Smith,TikTok,Beauty,4395647,7.47,32590,835,India,72
546,Emily Aguirre,Twitter,Food,4939118,7.5,33295,2140,India,27
547,Douglas Brown,Twitter,Gaming,4725196,5.7,48285,9848,Canada,79
548,John Lyons,TikTok,Food,3641774,1.39,13356,5229,Australia,93
549,Robert Hayes,LinkedIn,Gaming,3275438,10.74,7444,9733,USA,39
550,Timothy Diaz,Instagram,Fitness,310697,5.96,24243,6594,USA,187
551,William Gray PhD,Twitter,Food,4773561,14.07,18601,8714,Australia,45
552,Timothy Pittman,TikTok,Technology,2951322,1.63,7036,6973,Canada,192
553,Hailey Moon,Twitter,Travel,2229717,13.31,27367,7767,USA,93
554,Michael Morris,YouTube,Gaming,4542088,2.69,7505,8049,Canada,68
555,Brittany Watkins,Facebook,Food,4275767,7.29,29665,9968,USA,96
556,Darryl Jones,Facebook,Fitness,2795181,10.16,35295,3873,UK,99
557,Matthew Turner,Instagram,Fitness,4855394,9.26,23081,2389,India,21
558,Oscar Cannon,TikTok,Technology,1679954,1.86,28004,9488,India,39
559,Larry Peterson,Instagram,Travel,3201452,12.34,5935,9335,Canada,150
560,Jerry Blackburn,Facebook,Fitness,4826093,3.65,44549,635,USA,161
561,Richard Brown,LinkedIn,Food,641065,4.43,36591,3571,India,83
562,Andrew Weaver,LinkedIn,Beauty,3300364,8.43,48468,7842,UK,60
563,Kelly Guerra DDS,Facebook,Fitness,1975860,5.61,27856,2832,India,35
564,Henry Hernandez,TikTok,Technology,2322679,11.86,31560,8280,India,30
565,Tanner Johnson,TikTok,Travel,1563768,8.82,43645,9674,USA,75
566,Robert Hernandez,YouTube,Travel,3091277,2.71,10926,2109,USA,149
567,Laura Powell,Twitter,Food,1855119,2.16,33568,7089,UK,3
568,Carolyn Robinson,Facebook,Gaming,2050295,8.95,47365,7218,UK,195
569,Nicholas Hayes,TikTok,Gaming,466407,5.43,43364,8129,Canada,200
570,Carrie Williams,Facebook,Fitness,4719960,2.1,4960,2076,UK,55
571,Lisa Sherman,YouTube,Technology,2532761,9.97,16329,8259,India,18
572,Duane Woodard,Instagram,Beauty,2772809,7.93,38609,2325,Canada,41
573,Patrick Rhodes,LinkedIn,Fashion,421804,9.66,48142,3101,Canada,152
574,Erika Hanson,Facebook,Food,3131291,7.31,12319,4223,USA,52
575,Amanda Gray,LinkedIn,Food,4838021,2.41,30286,98,Australia,138
576,Cody Singleton,TikTok,Travel,2646962,5.54,49842,4480,USA,199
577,Lorraine Myers,Facebook,Technology,4859763,10.01,7056,1010,India,5
578,James Horton,TikTok,Beauty,2516256,3.04,49165,9735,Canada,67
579,Sydney Flynn,LinkedIn,Fitness,1619593,5.88,7619,42,India,135
580,Jessica Lamb,Twitter,Travel,596621,8.07,27340,1881,USA,40
581,Stephen Hogan,TikTok,Technology,4918600,4.44,13871,8681,UK,129
582,Tina Perry,Facebook,Gaming,651653,2.41,32834,635,USA,77
583,Connor Gonzalez,Instagram,Gaming,3843448,6.17,6162,6770,UK,176
584,Stanley Wilkinson,Facebook,Beauty,1354682,6.38,22010,5317,UK,107
585,Jason Nguyen,YouTube,Fashion,1365544,1.05,15207,5618,UK,100
586,Megan Smith,YouTube,Travel,1423851,3.02,18744,84,Canada,22
587,Bruce Owens MD,Facebook,Fitness,3732451,4.45,18200,6326,Canada,16
588,Renee Rodriguez,Facebook,Food,2857496,12.66,45003,832,India,107
589,Jose Johnson,YouTube,Travel,426501,12.15,34538,1281,India,114
590,Kimberly Roberson,Facebook,Fashion,4850369,14.93,25736,3131,UK,35
591,Sara Castillo,Twitter,Fashion,626443,4.64,48610,2925,India,44
592,Andrew Hansen,Instagram,Food,1388961,5.07,22248,6563,India,99
593,Heather Osborn,LinkedIn,Technology,4317738,1.58,28681,4166,India,136
594,Joseph Cox,YouTube,Fitness,2817693,4.78,44278,3248,Canada,101
595,Alyssa Bradford,Instagram,Fitness,3018017,11.23,34040,5599,Australia,18
596,Laura Collins,Twitter,Beauty,2758664,13.67,21038,9062,India,113
597,Brandon Smith,Twitter,Food,830666,10.34,36066,2812,Australia,16
598,Melissa Griffin,Facebook,Travel,2762473,3.49,11783,2808,India,150
599,Jeffrey Buck,Instagram,Gaming,975279,10.0,18655,2641,Australia,150
600,Diana Lopez,Facebook,Fashion,2268731,8.05,18728,132,India,56
601,Thomas Bailey,Twitter,Gaming,4306280,14.46,26102,9477,Australia,49
602,Catherine Baker,YouTube,Food,4870484,2.69,21166,2540,India,31
603,Jessica Koch,Instagram,Fashion,1362386,12.49,29605,4967,India,39
604,Vernon Cardenas,LinkedIn,Gaming,434197,9.67,19939,5053,Canada,159
605,Jesse Parks,LinkedIn,Food,4222117,8.19,26527,5983,Australia,77
606,Laura Martin,LinkedIn,Fitness,4562382,2.04,30466,3077,Australia,32
607,Julian Taylor,TikTok,Gaming,2075443,10.27,21526,9959,India,107
608,Timothy Gonzalez,Twitter,Gaming,2619681,14.39,37895,2047,UK,49
609,Samuel Sullivan,LinkedIn,Gaming,1255377,11.07,1767,1578,India,49
610,Lauren Duke,YouTube,Fitness,518042,8.24,6807,5906,Canada,137
611,Rebecca Alexander,YouTube,Technology,1433987,13.42,12095,8918,UK,184
612,Ashley Solis,YouTube,Gaming,104765,11.18,48254,4145,Canada,45
613,Sarah Sampson,Instagram,Gaming,3298273,7.67,16005,2610,India,36
614,Kenneth Schwartz,Facebook,Fitness,2627764,4.46,15942,8816,Canada,113
615,Rhonda Hobbs,TikTok,Food,331129,12.39,2042,5114,USA,159
616,Michael Good,Twitter,Gaming,1661130,10.13,43398,9687,Australia,127
617,Miranda Garrett,TikTok,Technology,3579632,10.92,3495,8852,Canada,125
618,Brad Rivers DDS,TikTok,Gaming,1125858,2.05,22253,2944,UK,177
619,Evan Sanchez,YouTube,Gaming,435186,1.29,2445,6088,India,5
620,David Dennis,YouTube,Technology,4136973,14.53,30374,2273,UK,71
621,Katherine Evans,Facebook,Fashion,1534830,7.05,28730,8733,Australia,172
622,Mrs. Alicia Allen,TikTok,Beauty,1740526,9.31,28568,3852,Australia,142
623,Adam Molina,YouTube,Travel,2677491,10.79,43194,1714,Australia,44
624,Clifford Stevens,TikTok,Gaming,4290005,9.07,12663,2746,Canada,141
625,John Bowen,TikTok,Gaming,3578567,8.22,2703,4512,USA,167
626,Andrea Lucero,TikTok,Beauty,1949246,5.93,42727,3804,India,134
627,Veronica Phillips,Instagram,Beauty,3081428,9.1,5385,7005,Australia,152
628,Dustin Weaver,Twitter,Fitness,1570394,10.44,20989,4106,UK,182
629,Sara Hanson,Facebook,Fashion,3923339,11.08,30854,74,Canada,123
630,Edward Reese,LinkedIn,Travel,3146361,1.09,19599,9298,UK,169
631,Douglas Barrera,TikTok,Fitness,4848513,9.53,22808,7492,Canada,130
632,Sandra Reeves,TikTok,Fitness,3491907,10.86,4732,3914,Australia,3
633,James Allen,Facebook,Fashion,2730275,13.77,40135,4234,Australia,72
634,Scott Young,YouTube,Fitness,3012473,4.89,24399,9566,UK,87
635,Philip Johnson,YouTube,Gaming,846753,3.75,2365,5384,Australia,18
636,Linda Clark,LinkedIn,Food,2945558,5.12,13742,5826,India,192
637,Brandon James,TikTok,Food,835685,1.36,20325,5633,India,173
638,Matthew Armstrong,TikTok,Fitness,1933672,14.68,26439,5844,Australia,3
639,Craig Clark,Facebook,Fashion,2812648,11.28,32293,3908,Canada,37
640,Mike Ryan,YouTube,Food,1180998,4.32,46110,7996,Australia,120
641,Victoria Hodges,YouTube,Beauty,332671,14.9,44561,2846,USA,163
642,Kristin Hayes,LinkedIn,Fashion,4572728,2.57,29024,1054,Australia,160
643,Stephen Kelley,Facebook,Beauty,4784207,11.5,20233,7280,UK,36
644,Carrie Jones,YouTube,Food,1007676,1.99,49199,5216,Australia,109
645,Christopher Smith,TikTok,Beauty,2049232,11.6,14351,1172,India,79
646,Krista Carter,Instagram,Fashion,1727748,4.34,35164,8275,Canada,42
647,Ashley Thomas,TikTok,Gaming,2020455,1.75,22010,9546,UK,173
648,Katherine Cain,LinkedIn,Fashion,222014,1.37,33486,326,USA,181
649,Taylor Thompson,Facebook,Gaming,3503090,5.17,6173,633,India,34
650,Elizabeth Gilbert,Facebook,Fashion,569095,8.01,46396,4162,India,140
651,Jennifer Williams,YouTube,Travel,732854,7.27,17256,6944,India,109
652,Matthew Randall,TikTok,Gaming,4616016,7.59,41540,3158,USA,195
653,Kimberly Perez,LinkedIn,Travel,539807,4.94,31442,196,USA,171
654,Jason Weber,Facebook,Fitness,1077754,14.48,42320,5121,Canada,66
655,Tommy Baker,Facebook,Technology,1788152,11.14,8600,1731,India,106
656,Alexander Brown,Instagram,Beauty,3031160,1.93,1463,4840,Canada,1
657,Christine Hughes,Facebook,Fashion,551592,1.17,13159,2018,USA,87
658,Rachel Bender,Twitter,Food,3074476,5.68,37535,4991,USA,13
659,Kaitlyn Costa,YouTube,Gaming,3963428,11.64,44727,2115,USA,153
660,William Owens,Twitter,Food,2998591,6.93,8650,1414,Canada,97
661,Joshua Floyd,LinkedIn,Beauty,644868,10.95,36754,9556,Australia,128
662,Austin Jenkins,TikTok,Food,4645989,13.69,27855,7820,Canada,95
663,Julie Young,TikTok,Food,534244,4.05,43110,1272,USA,55
664,Amy Porter,LinkedIn,Fitness,4506058,2.18,40386,7498,USA,11
665,Samantha Maxwell,YouTube,Fashion,2330810,8.09,18116,5938,India,151
666,Jacob Wilkinson,Twitter,Travel,2122585,5.47,26962,8372,India,166
667,David Alexander,YouTube,Technology,3828260,12.6,7536,8843,Australia,176
668,Lydia Fox,LinkedIn,Gaming,257868,7.98,26493,5126,India,64
669,Raymond Cummings,TikTok,Beauty,898106,5.87,21005,8375,UK,159
670,Richard Lambert,Instagram,Beauty,1617533,13.7,35445,5349,USA,170
671,Dillon Hall,Instagram,Technology,3283442,11.08,18379,5028,Australia,49
672,Shane Schultz,TikTok,Fashion,1976838,9.17,44289,9253,UK,65
673,James Winters,YouTube,Travel,261858,14.2,20679,6909,Canada,3
674,Kevin Gross,Twitter,Food,1177691,14.68,41707,1243,UK,51
675,Emily Ramirez,Facebook,Fitness,3848321,8.82,3715,5694,UK,175
676,Taylor Bell,YouTube,Gaming,2922269,11.07,21045,4394,UK,195
677,Maria Tucker,LinkedIn,Gaming,303083,7.3,38994,6789,Canada,120
678,Sarah Reyes DVM,LinkedIn,Beauty,4223283,13.24,38623,2719,USA,28
679,Matthew Burke,TikTok,Beauty,263425,11.36,9264,169,UK,6
680,Deborah White,Instagram,Fashion,2604452,7.92,11489,4854,Canada,28
681,Breanna Carr,TikTok,Travel,3722128,6.14,45506,275,UK,25
682,James Jimenez,Facebook,Travel,193817,14.34,28118,6718,Canada,21
683,Carl Rivera,Facebook,Fitness,4378315,6.86,28503,2085,UK,77
684,Patricia Barton,Facebook,Travel,4174878,1.83,36053,6809,Canada,22
685,Paula Esparza,Instagram,Travel,965525,12.27,30455,7658,India,60
686,Michael Frazier,TikTok,Beauty,2032616,3.2,3180,4693,UK,58
687,Amanda Jones,YouTube,Technology,245513,7.49,24755,6952,Australia,145
688,Patricia Sherman,Facebook,Travel,4051729,10.2,44619,1000,USA,164
689,Amber Brown,YouTube,Travel,479545,4.65,6725,7622,Canada,160
690,Christopher Evans,LinkedIn,Travel,4990553,13.3,37679,2358,UK,104
691,James Pierce,TikTok,Fashion,4812792,3.25,18614,8660,India,27
692,Alexander Jimenez,LinkedIn,Food,1608670,1.83,19001,4035,USA,64
693,Mary Salinas,Facebook,Gaming,703443,12.4,24935,6108,India,131
694,Elizabeth Mcbride,Facebook,Travel,1047046,3.32,5387,7796,India,6
695,Brooke Vega,TikTok,Technology,2062336,4.8,13063,2552,UK,98
696,Brenda Mendoza,Twitter,Technology,3935224,5.14,13861,6244,USA,81
697,Gina Riley,Twitter,Fitness,767799,13.25,13567,2042,India,87
698,Sara Campbell,Instagram,Fashion,2163872,2.53,38888,462,USA,8
699,Patrick Stein,Instagram,Fitness,3181799,1.16,48400,6606,Australia,53
700,Jennifer Knight,Facebook,Beauty,443566,11.98,8527,2912,India,173
701,Alexis Houston,Twitter,Beauty,2595529,4.71,27876,7191,USA,192
702,Yolanda Thomas,LinkedIn,Technology,3067349,12.43,43994,2249,UK,199
703,Donna Johnson,TikTok,Fashion,3561293,2.68,45019,5142,Australia,147
704,James Cooper MD,YouTube,Food,2610553,4.78,46091,1417,Australia,71
705,Samantha Harmon,TikTok,Beauty,2764630,5.4,20857,8790,USA,103
706,Adam Watts,Twitter,Travel,4446691,2.78,24266,1003,Australia,28
707,Julia Peterson,LinkedIn,Beauty,2263504,12.92,43151,5114,India,47
708,James Higgins,Facebook,Travel,1607450,2.87,24377,9738,USA,90
709,Tammy White,YouTube,Gaming,4289055,1.78,48387,5480,USA,131
710,Jeffrey Davis,Instagram,Beauty,4345221,1.42,32595,5199,India,128
711,Johnny Johnston,Twitter,Gaming,4266441,2.23,29660,3490,UK,67
712,Amy Schmidt,Facebook,Fitness,2473041,13.77,18482,7775,Canada,126
713,Andrew Franklin,Facebook,Travel,4047863,4.54,25693,4354,Australia,63
