campaign_id,campaign_name,platform,campaign_type,impressions,clicks,conversions,ad_spend,revenue,ctr_percent,conversion_rate_percent,roi_percent,campaign_date
851,Campaign_851,YouTube,Awareness,106456,13696,4075,12109.25,23059.42,12.87,29.75,90.43,2025-07-11
852,Campaign_852,Twitter,Sales,224218,1983,326,23779.85,51292.73,0.88,16.44,115.7,2024-11-13
853,Campaign_853,TikTok,Traffic,407293,27812,1133,4838.42,25668.81,6.83,4.07,430.52,2026-05-01
854,Campaign_854,Instagram,Traffic,370638,43584,15042,22245.88,67593.87,11.76,34.51,203.85,2025-06-19
855,Campaign_855,LinkedIn,Awareness,387592,42012,12965,15481.87,68005.84,10.84,30.86,339.26,2026-01-18
856,Campaign_856,YouTube,Traffic,282970,8164,1899,11694.06,58170.91,2.89,23.26,397.44,2026-04-29
857,Campaign_857,Instagram,Sales,395440,6144,2334,9991.25,44862.59,1.55,37.99,349.02,2025-05-13
858,Campaign_858,Facebook,Traffic,162661,15403,3310,22167.74,100349.17,9.47,21.49,352.68,2025-01-31
859,Campaign_859,LinkedIn,Sales,97286,14843,2461,15521.79,22266.79,15.26,16.58,43.46,2026-04-05
860,Campaign_860,YouTube,Sales,253048,43342,14851,2715.8,9105.61,17.13,34.26,235.28,2025-07-29
861,Campaign_861,LinkedIn,Sales,216080,28103,5349,11546.7,22737.51,13.01,19.03,96.92,2025-06-02
862,Campaign_862,Twitter,Sales,472709,60596,3005,6627.02,27663.73,12.82,4.96,317.44,2025-04-29
863,Campaign_863,Facebook,Awareness,386635,17193,1544,3297.04,10327.69,4.45,8.98,213.24,2024-05-14
864,Campaign_864,LinkedIn,Sales,284631,47352,12635,18308.41,98743.17,16.64,26.68,439.33,2025-06-01
865,Campaign_865,Facebook,Sales,208536,37067,12521,1575.7,3048.67,17.77,33.78,93.48,2025-10-30
866,Campaign_866,Facebook,Engagement,94999,5738,782,19344.34,27481.25,6.04,13.63,42.06,2025-07-10
867,Campaign_867,YouTube,Sales,392815,59491,9512,15848.09,27028.63,15.14,15.99,70.55,2025-05-13
868,Campaign_868,TikTok,Awareness,11852,2275,568,799.09,2668.8,19.2,24.97,233.98,2026-02-17
869,Campaign_869,TikTok,Traffic,328758,58848,16219,6328.02,23616.85,17.9,27.56,273.21,2024-10-25
870,Campaign_870,LinkedIn,Engagement,225037,29958,1350,15229.81,18706.23,13.31,4.51,22.83,2026-01-30
871,Campaign_871,Facebook,Awareness,334935,28215,851,5028.58,7224.94,8.42,3.02,43.68,2025-04-29
872,Campaign_872,Facebook,Engagement,86218,14989,315,16841.42,80897.12,17.39,2.1,380.35,2025-05-16
873,Campaign_873,YouTube,Engagement,492546,12495,451,3167.75,17337.29,2.54,3.61,447.31,2024-05-27
874,Campaign_874,TikTok,Engagement,330387,44314,19545,14520.92,52527.42,13.41,44.11,261.74,2025-08-10
875,Campaign_875,TikTok,Awareness,498363,5697,431,19328.54,50024.85,1.14,7.57,158.81,2026-04-07
876,Campaign_876,YouTube,Awareness,407642,57010,27683,13986.54,34395.43,13.99,48.56,145.92,2025-02-18
877,Campaign_877,Twitter,Sales,374180,36968,10837,13412.79,46354.32,9.88,29.31,245.6,2025-04-10
878,Campaign_878,LinkedIn,Awareness,330892,4813,497,14498.49,78454.3,1.45,10.33,441.12,2025-05-09
879,Campaign_879,Twitter,Engagement,263578,48452,22615,15317.06,70292.97,18.38,46.68,358.92,2026-03-20
880,Campaign_880,LinkedIn,Engagement,233899,40901,10420,6861.67,25203.69,17.49,25.48,267.31,2024-06-03
881,Campaign_881,TikTok,Sales,496070,18001,8182,13232.79,51832.68,3.63,45.45,291.7,2024-07-24
882,Campaign_882,Instagram,Awareness,473294,80876,15301,17860.38,96639.09,17.09,18.92,441.08,2024-08-06
883,Campaign_883,YouTube,Traffic,22575,2904,1330,20019.95,87509.48,12.86,45.8,337.11,2025-09-14
884,Campaign_884,YouTube,Awareness,227076,3981,733,9066.43,42303.85,1.75,18.41,366.6,2024-12-08
885,Campaign_885,Facebook,Engagement,345868,27370,11355,7399.85,34023.33,7.91,41.49,359.78,2025-06-30
886,Campaign_886,Facebook,Engagement,275651,37044,10664,19292.3,32594.3,13.44,28.79,68.95,2024-11-25
887,Campaign_887,Facebook,Traffic,217643,38284,1004,20885.05,42485.77,17.59,2.62,103.43,2026-01-25
888,Campaign_888,YouTube,Traffic,490333,63193,26174,1371.18,2445.83,12.89,41.42,78.37,2025-05-25
889,Campaign_889,Twitter,Awareness,477695,71381,22011,11830.52,55614.29,14.94,30.84,370.09,2025-09-03
890,Campaign_890,LinkedIn,Awareness,447835,69298,19667,14341.09,59031.51,15.47,28.38,311.62,2025-03-07
891,Campaign_891,Facebook,Awareness,119189,19920,5484,20088.62,100815.28,16.71,27.53,401.85,2026-01-08
892,Campaign_892,LinkedIn,Sales,88278,10190,305,8809.23,24785.08,11.54,2.99,181.35,2024-06-15
893,Campaign_893,Facebook,Engagement,309358,40694,12815,5090.78,8666.71,13.15,31.49,70.24,2024-06-11
894,Campaign_894,YouTube,Engagement,382160,5145,1162,10639.8,35508.57,1.35,22.59,233.73,2024-06-16
895,Campaign_895,Facebook,Awareness,246929,20833,3591,13364.96,26095.82,8.44,17.24,95.26,2025-03-03
896,Campaign_896,TikTok,Sales,417786,27489,1567,11372.47,14866.31,6.58,5.7,30.72,2024-08-12
897,Campaign_897,Facebook,Sales,109725,12144,4010,18444.81,63664.11,11.07,33.02,245.16,2025-05-04
898,Campaign_898,YouTube,Sales,413429,13878,6784,24565.7,84000.7,3.36,48.88,241.94,2025-11-07
899,Campaign_899,Instagram,Awareness,389883,5791,1931,9995.91,49166.72,1.49,33.34,391.87,2024-10-31
900,Campaign_900,Facebook,Traffic,173043,3885,1457,21279.04,105311.31,2.25,37.5,394.91,2025-07-19
901,Campaign_901,Facebook,Awareness,476189,7047,472,13254.15,53462.37,1.48,6.7,303.36,2026-01-08
902,Campaign_902,YouTube,Sales,312807,50708,10278,16151.85,33956.62,16.21,20.27,110.23,2024-11-15
903,Campaign_903,Instagram,Engagement,160243,10065,4410,8319.17,25762.78,6.28,43.82,209.68,2025-08-02
904,Campaign_904,LinkedIn,Awareness,88287,6160,1170,3304.28,17581.02,6.98,18.99,432.07,2026-02-26
905,Campaign_905,Twitter,Engagement,118306,18777,5789,13959.46,33021.44,15.87,30.83,136.55,2024-09-11
906,Campaign_906,Facebook,Traffic,310984,17044,2856,2245.45,8615.86,5.48,16.76,283.7,2025-10-19
907,Campaign_907,Instagram,Traffic,36595,2065,79,12033.02,49391.13,5.64,3.83,310.46,2025-04-18
908,Campaign_908,LinkedIn,Traffic,38206,1705,486,10101.96,42732.44,4.46,28.5,323.01,2025-05-22
909,Campaign_909,Twitter,Awareness,333126,47612,10288,8642.14,17733.95,14.29,21.61,105.2,2024-11-06
910,Campaign_910,Twitter,Traffic,493804,62039,18655,3728.98,17508.53,12.56,30.07,369.53,2024-10-02
911,Campaign_911,TikTok,Traffic,60993,8464,2592,17269.71,73464.11,13.88,30.62,325.39,2025-10-01
912,Campaign_912,Facebook,Traffic,131474,8333,1227,21596.86,83209.48,6.34,14.72,285.29,2024-10-30
913,Campaign_913,TikTok,Awareness,106129,11824,2710,11605.44,15436.81,11.14,22.92,33.01,2026-02-04
914,Campaign_914,Facebook,Sales,194256,32368,7606,21221.27,51221.92,16.66,23.5,141.37,2025-07-24
915,Campaign_915,Facebook,Awareness,276311,7745,1711,20530.05,94973.21,2.8,22.09,362.61,2025-09-08
916,Campaign_916,YouTube,Sales,425462,40599,17507,11793.88,44100.91,9.54,43.12,273.93,2024-08-25
917,Campaign_917,Twitter,Traffic,297283,11421,4001,9903.5,26393.53,3.84,35.03,166.51,2026-02-27
918,Campaign_918,YouTube,Sales,421206,58062,18636,19789.51,70083.87,13.78,32.1,254.15,2025-09-25
919,Campaign_919,LinkedIn,Traffic,357399,11209,4753,21000.33,35523.91,3.14,42.4,69.16,2024-06-19
920,Campaign_920,TikTok,Awareness,180591,7399,3417,11407.8,28799.6,4.1,46.18,152.46,2025-12-06
921,Campaign_921,TikTok,Engagement,323660,8126,2857,20444.63,92343.82,2.51,35.16,351.68,2025-03-13
922,Campaign_922,LinkedIn,Awareness,269153,43270,2064,2718.06,12810.88,16.08,4.77,371.32,2024-11-15
923,Campaign_923,LinkedIn,Traffic,406926,20231,2494,11597.87,28454.96,4.97,12.33,145.35,2025-04-27
924,Campaign_924,Twitter,Engagement,112585,7739,2841,21996.92,54747.3,6.87,36.71,148.89,2025-08-05
925,Campaign_925,Instagram,Awareness,491559,57980,23570,24573.22,65864.53,11.8,40.65,168.03,2026-04-26
926,Campaign_926,Instagram,Engagement,330597,65646,26539,21267.1,103480.87,19.86,40.43,386.58,2026-03-31
927,Campaign_927,Facebook,Awareness,482423,72943,3531,520.66,1878.61,15.12,4.84,260.81,2025-02-17
928,Campaign_928,TikTok,Engagement,461541,37989,1071,6263.41,26428.8,8.23,2.82,321.96,2025-06-07
929,Campaign_929,Twitter,Sales,383174,51173,13354,9848.34,34902.62,13.36,26.1,254.4,2024-11-05
930,Campaign_930,Facebook,Traffic,258969,10114,1591,14107.83,68088.75,3.91,15.73,382.63,2024-11-03
931,Campaign_931,Instagram,Sales,90880,10452,1078,3789.8,5716.94,11.5,10.31,50.85,2025-05-20
932,Campaign_932,Instagram,Sales,388189,64792,21608,11200.01,61128.94,16.69,33.35,445.79,2024-11-20
933,Campaign_933,TikTok,Sales,346720,55507,14993,22392.77,93829.72,16.01,27.01,319.02,2024-09-14
934,Campaign_934,Facebook,Sales,248233,34385,13947,14025.23,43971.86,13.85,40.56,213.52,2024-09-27
935,Campaign_935,Twitter,Sales,107408,14918,5002,682.03,2279.4,13.89,33.53,234.21,2025-04-12
936,Campaign_936,Facebook,Awareness,383361,66762,17695,10565.53,37491.94,17.41,26.5,254.85,2025-11-09
937,Campaign_937,TikTok,Awareness,29852,5654,2029,17769.62,29970.36,18.94,35.89,68.66,2024-09-28
938,Campaign_938,Facebook,Traffic,84494,12963,6040,13397.0,65581.1,15.34,46.59,389.52,2025-02-27
939,Campaign_939,TikTok,Awareness,281030,6127,2193,22302.93,35245.75,2.18,35.79,58.03,2025-04-25
940,Campaign_940,LinkedIn,Awareness,368651,71673,20529,15519.46,78922.92,19.44,28.64,408.54,2024-12-20
941,Campaign_941,Facebook,Traffic,255822,30755,8449,22698.35,83258.7,12.02,27.47,266.81,2025-02-07
942,Campaign_942,LinkedIn,Engagement,195028,20308,4788,4603.95,19284.66,10.41,23.58,318.87,2026-03-21
943,Campaign_943,YouTube,Awareness,391142,74886,17118,2004.74,6484.51,19.15,22.86,223.46,2026-03-08
944,Campaign_944,LinkedIn,Awareness,354100,39240,944,7526.98,11702.9,11.08,2.41,55.48,2025-10-17
945,Campaign_945,Facebook,Awareness,456402,37418,8309,3747.2,9023.93,8.2,22.21,140.82,2025-05-06
946,Campaign_946,YouTube,Traffic,398722,15621,4996,4778.04,17891.9,3.92,31.98,274.46,2026-05-09
947,Campaign_947,YouTube,Awareness,203864,12494,2190,19671.93,43585.96,6.13,17.53,121.56,2025-07-21
948,Campaign_948,TikTok,Traffic,189751,6531,644,15090.83,71431.12,3.44,9.86,373.34,2025-08-02
949,Campaign_949,YouTube,Sales,413894,51222,7847,16686.35,72115.0,12.38,15.32,332.18,2026-05-01
950,Campaign_950,Instagram,Awareness,312911,49127,11357,1830.98,4278.82,15.7,23.12,133.69,2025-12-10
951,Campaign_951,LinkedIn,Sales,97870,16204,3316,12167.68,39519.95,16.56,20.46,224.79,2024-10-05
952,Campaign_952,TikTok,Awareness,209124,26563,7825,6934.32,24137.68,12.7,29.46,248.09,2024-06-20
953,Campaign_953,LinkedIn,Awareness,161410,31383,13113,11496.11,47335.48,19.44,41.78,311.75,2025-04-09
954,Campaign_954,Twitter,Engagement,61046,9704,2948,23926.5,73135.64,15.9,30.38,205.67,2025-02-04
955,Campaign_955,LinkedIn,Traffic,185619,18716,4425,20156.75,46319.79,10.08,23.64,129.8,2025-01-28
956,Campaign_956,YouTube,Engagement,251753,45255,7973,18490.68,68998.24,17.98,17.62,273.15,2025-01-02
957,Campaign_957,Instagram,Awareness,365319,24582,5182,13916.51,56960.94,6.73,21.08,309.3,2025-08-13
958,Campaign_958,YouTube,Engagement,225612,7402,2201,3045.73,9495.22,3.28,29.74,211.76,2024-06-19
959,Campaign_959,LinkedIn,Sales,142066,7326,189,1080.66,1724.03,5.16,2.58,59.53,2025-09-17
960,Campaign_960,LinkedIn,Sales,324250,42817,4040,17847.84,30625.14,13.2,9.44,71.59,2025-10-07
961,Campaign_961,Facebook,Engagement,207110,38097,6104,22452.04,94103.47,18.39,16.02,319.13,2026-02-11
962,Campaign_962,Facebook,Traffic,254819,44285,2531,16150.12,83457.2,17.38,5.72,416.76,2025-03-12
963,Campaign_963,Instagram,Traffic,372923,43389,8482,4468.17,6783.52,11.63,19.55,51.82,2024-09-21
964,Campaign_964,YouTube,Traffic,213733,22800,1034,6826.85,32052.36,10.67,4.54,369.5,2026-04-14
965,Campaign_965,TikTok,Awareness,46384,9056,1693,15452.4,30399.53,19.52,18.69,96.73,2026-04-23
966,Campaign_966,TikTok,Engagement,85430,9857,3582,5850.47,23205.04,11.54,36.34,296.64,2026-02-22
967,Campaign_967,TikTok,Awareness,64152,1571,124,2225.1,9631.22,2.45,7.89,332.84,2024-09-12
968,Campaign_968,Instagram,Traffic,480030,66234,9805,16495.2,19855.78,13.8,14.8,20.37,2025-10-21
969,Campaign_969,Instagram,Traffic,149689,5967,2917,8580.86,24736.22,3.99,48.89,188.27,2025-11-13
970,Campaign_970,Instagram,Sales,260682,29577,6667,21179.2,96535.41,11.35,22.54,355.8,2025-03-01
971,Campaign_971,LinkedIn,Engagement,11734,1787,755,20540.43,67226.47,15.23,42.25,227.29,2025-03-23
972,Campaign_972,Twitter,Awareness,184818,20846,6613,1852.27,10163.72,11.28,31.72,448.72,2026-01-06
973,Campaign_973,Facebook,Sales,201551,36037,11193,2471.19,7849.61,17.88,31.06,217.64,2024-06-29
974,Campaign_974,Facebook,Traffic,102598,19169,694,24204.07,97812.44,18.68,3.62,304.12,2024-10-26
975,Campaign_975,Twitter,Traffic,480003,14994,5216,17376.64,57203.29,3.12,34.79,229.2,2025-08-26
976,Campaign_976,LinkedIn,Sales,395521,25833,2342,1374.61,1799.46,6.53,9.07,30.91,2025-08-08
977,Campaign_977,TikTok,Traffic,266498,26478,1082,19922.11,79024.09,9.94,4.09,296.67,2024-08-19
978,Campaign_978,Instagram,Traffic,18607,1151,397,1873.33,8593.8,6.19,34.49,358.74,2026-01-30
979,Campaign_979,LinkedIn,Sales,71964,4468,2192,11730.07,48277.86,6.21,49.06,311.57,2025-07-01
980,Campaign_980,YouTube,Traffic,398524,76936,15318,23157.99,31461.84,19.31,19.91,35.86,2024-05-23
981,Campaign_981,YouTube,Sales,352796,3498,1015,22725.88,87699.17,0.99,29.02,285.9,2025-07-28
982,Campaign_982,Instagram,Traffic,17531,1705,697,1723.97,4347.08,9.73,40.88,152.16,2024-09-01
983,Campaign_983,Instagram,Traffic,330458,12186,4891,2066.96,9745.97,3.69,40.14,371.51,2024-05-13
984,Campaign_984,TikTok,Engagement,321939,53374,20222,5904.03,27507.76,16.58,37.89,365.91,2024-08-29
985,Campaign_985,LinkedIn,Sales,435470,53692,10674,3459.66,14328.46,12.33,19.88,314.16,2026-04-01
986,Campaign_986,Instagram,Awareness,178605,14974,6310,1616.87,3146.15,8.38,42.14,94.58,2025-10-15
987,Campaign_987,YouTube,Traffic,153599,5628,1750,4617.25,12885.3,3.66,31.09,179.07,2025-03-13
988,Campaign_988,Twitter,Traffic,137739,20070,716,3767.59,17336.66,14.57,3.57,360.15,2024-06-19
989,Campaign_989,Instagram,Sales,417718,21677,306,22050.86,34115.04,5.19,1.41,54.71,2026-05-04
990,Campaign_990,TikTok,Traffic,495562,12683,5839,16468.02,82566.29,2.56,46.04,401.37,2025-03-16
991,Campaign_991,TikTok,Traffic,372995,17632,3427,4005.65,9473.7,4.73,19.44,136.51,2026-01-08
992,Campaign_992,Twitter,Traffic,135437,6719,2550,17446.0,65666.21,4.96,37.95,276.4,2025-12-04
993,Campaign_993,Facebook,Traffic,330890,63278,2934,15866.2,72430.9,19.12,4.64,356.51,2024-11-14
994,Campaign_994,Instagram,Engagement,12396,2142,291,5201.62,28309.27,17.28,13.59,444.24,2026-04-11
995,Campaign_995,Twitter,Sales,462319,71742,33312,5872.27,26498.18,15.52,46.43,351.24,2026-02-06
996,Campaign_996,TikTok,Traffic,154927,2738,446,3260.64,6004.91,1.77,16.29,84.16,2025-07-21
997,Campaign_997,Facebook,Engagement,102444,6235,2794,23105.49,33094.43,6.09,44.81,43.23,2024-08-24
998,Campaign_998,TikTok,Awareness,119885,15243,2109,8690.22,40515.2,12.71,13.84,366.22,2024-12-25
999,Campaign_999,TikTok,Awareness,64746,1859,600,4809.25,22014.9,2.87,32.28,357.76,2025-11-18
1000,Campaign_1000,YouTube,Engagement,47150,4855,1871,15021.31,39080.66,10.3,38.54,160.17,2026-05-01
1001,Campaign_1001,TikTok,Sales,130619,4608,1385,6080.66,13496.69,3.53,30.06,121.96,2025-01-31
1002,Campaign_1002,TikTok,Sales,206887,15461,652,12039.26,39524.33,7.47,4.22,228.3,2025-12-16
1003,Campaign_1003,TikTok,Sales,123332,20969,7504,4862.49,13644.08,17.0,35.79,180.6,2024-09-04
1004,Campaign_1004,Twitter,Awareness,341361,48001,8887,5454.17,9528.49,14.06,18.51,74.7,2025-10-06
1005,Campaign_1005,YouTube,Engagement,157117,5472,505,21365.46,67768.88,3.48,9.23,217.19,2026-01-23
1006,Campaign_1006,LinkedIn,Sales,125266,10671,4994,4341.31,20042.23,8.52,46.8,361.66,2026-03-14
1007,Campaign_1007,TikTok,Sales,313102,37225,7576,2618.62,12791.93,11.89,20.35,388.5,2024-12-30
1008,Campaign_1008,TikTok,Sales,320158,32030,13763,11837.69,14943.5,10.0,42.97,26.24,2025-01-18
1009,Campaign_1009,LinkedIn,Sales,139935,11724,3607,14696.94,73996.7,8.38,30.77,403.48,2025-09-05
1010,Campaign_1010,TikTok,Awareness,489070,76196,382,10735.41,14923.98,15.58,0.5,39.02,2025-12-02
1011,Campaign_1011,Instagram,Traffic,233188,35807,12971,12242.1,56698.98,15.36,36.22,363.15,2024-12-26
1012,Campaign_1012,Twitter,Traffic,269672,16762,1411,14182.93,17777.15,6.22,8.42,25.34,2026-03-26
1013,Campaign_1013,Instagram,Awareness,124298,5348,1518,7746.87,30870.14,4.3,28.38,298.49,2025-07-17
1014,Campaign_1014,LinkedIn,Awareness,261544,44845,10038,4464.17,14173.37,17.15,22.38,217.49,2025-05-23
1015,Campaign_1015,YouTube,Engagement,248467,31393,12695,3896.29,16455.9,12.63,40.44,322.35,2025-09-25
1016,Campaign_1016,Instagram,Traffic,338629,61856,23115,16018.36,78484.28,18.27,37.37,389.96,2026-02-25
1017,Campaign_1017,Facebook,Sales,478416,91538,21867,13507.55,33435.74,19.13,23.89,147.53,2025-07-03
1018,Campaign_1018,Instagram,Engagement,422977,11611,5132,22080.76,96355.39,2.75,44.2,336.38,2025-03-28
1019,Campaign_1019,Instagram,Engagement,475556,7758,504,9882.4,31633.73,1.63,6.5,220.1,2025-01-05
1020,Campaign_1020,Twitter,Sales,202116,12486,5359,14190.37,21117.05,6.18,42.92,48.81,2024-07-25
1021,Campaign_1021,Twitter,Sales,82564,6487,1027,13721.03,54758.78,7.86,15.83,299.09,2025-11-28
1022,Campaign_1022,Twitter,Traffic,404879,30548,5300,9141.44,21479.08,7.54,17.35,134.96,2026-01-18
1023,Campaign_1023,LinkedIn,Awareness,155303,2784,179,9633.94,30302.27,1.79,6.43,214.54,2024-11-22
1024,Campaign_1024,Facebook,Traffic,256501,47519,17479,17118.55,59765.63,18.53,36.78,249.13,2024-09-21
1025,Campaign_1025,Instagram,Sales,335557,49253,22112,23661.45,110684.06,14.68,44.89,367.78,2024-09-08
1026,Campaign_1026,Facebook,Awareness,477614,61014,2910,2464.17,12471.58,12.77,4.77,406.12,2026-04-12
1027,Campaign_1027,YouTube,Sales,67338,3699,615,3244.6,5957.74,5.49,16.63,83.62,2025-11-19
1028,Campaign_1028,LinkedIn,Sales,282990,42109,793,7682.65,41249.46,14.88,1.88,436.92,2025-09-23
1029,Campaign_1029,Facebook,Sales,258462,23721,6933,11374.57,45181.42,9.18,29.23,297.21,2025-12-23
1030,Campaign_1030,Facebook,Traffic,43003,1180,287,20956.21,71971.34,2.74,24.32,243.44,2026-01-28
1031,Campaign_1031,LinkedIn,Traffic,313407,23465,10793,16328.26,42504.38,7.49,46.0,160.31,2025-08-25
1032,Campaign_1032,YouTube,Engagement,250127,20928,9343,3732.88,17149.59,8.37,44.64,359.42,2026-02-19
1033,Campaign_1033,Instagram,Sales,128899,16867,6143,24282.74,109513.31,13.09,36.42,350.99,2025-01-14
1034,Campaign_1034,YouTube,Engagement,195137,19637,7519,23927.24,92361.78,10.06,38.29,286.01,2025-04-22
1035,Campaign_1035,YouTube,Sales,105567,6746,2950,17475.05,71041.86,6.39,43.73,306.53,2024-11-07
1036,Campaign_1036,TikTok,Engagement,134730,4831,218,24847.44,91201.49,3.59,4.51,267.05,2024-09-24
1037,Campaign_1037,Facebook,Engagement,203814,13091,1730,14280.94,19267.32,6.42,13.22,34.92,2026-02-25
1038,Campaign_1038,Facebook,Awareness,87565,13219,3723,13726.73,26069.39,15.1,28.16,89.92,2024-12-29
1039,Campaign_1039,TikTok,Engagement,492572,4266,1707,23311.19,105008.24,0.87,40.01,350.46,2025-04-05
1040,Campaign_1040,TikTok,Engagement,91816,1140,569,8616.38,36476.93,1.24,49.91,323.34,2024-12-27
1041,Campaign_1041,TikTok,Engagement,405397,76199,9689,20089.62,87043.07,18.8,12.72,333.27,2024-08-10
1042,Campaign_1042,Twitter,Awareness,371311,15721,6043,12235.04,16790.73,4.23,38.44,37.23,2025-07-08
1043,Campaign_1043,Facebook,Awareness,171523,2625,872,15629.29,33564.97,1.53,33.22,114.76,2025-07-13
1044,Campaign_1044,Facebook,Sales,181110,4606,849,14794.07,31884.45,2.54,18.43,115.52,2025-08-05
1045,Campaign_1045,Instagram,Traffic,21821,1342,601,21311.56,87619.76,6.15,44.78,311.14,2024-06-23
1046,Campaign_1046,Instagram,Engagement,111947,17071,5256,15277.71,51939.48,15.25,30.79,239.97,2025-08-06
1047,Campaign_1047,Facebook,Engagement,218434,10695,3553,9555.93,26786.93,4.9,33.22,180.32,2024-08-03
1048,Campaign_1048,Twitter,Traffic,194211,21190,7350,21920.39,34561.31,10.91,34.69,57.67,2025-09-27
1049,Campaign_1049,Twitter,Traffic,398774,55474,26385,11341.36,21597.33,13.91,47.56,90.43,2026-02-01
1050,Campaign_1050,YouTube,Sales,391999,55289,4623,20970.03,79080.57,14.1,8.36,277.11,2025-07-03
1051,Campaign_1051,LinkedIn,Traffic,168980,32104,14263,13369.88,35327.13,19.0,44.43,164.23,2024-12-06
1052,Campaign_1052,YouTube,Traffic,56372,1108,259,16150.75,38363.1,1.97,23.38,137.53,2026-01-11
1053,Campaign_1053,Facebook,Traffic,382373,75437,9023,5381.81,25718.7,19.73,11.96,377.88,2026-04-21
1054,Campaign_1054,TikTok,Sales,32142,3473,1248,7945.9,28644.24,10.81,35.93,260.49,2025-10-05
1055,Campaign_1055,Twitter,Traffic,24071,4240,60,4273.59,10644.35,17.61,1.42,149.07,2026-04-12
1056,Campaign_1056,TikTok,Sales,75104,11712,5505,22370.82,66973.18,15.59,47.0,199.38,2025-04-30
1057,Campaign_1057,LinkedIn,Engagement,24912,1488,333,12579.73,67599.56,5.97,22.38,437.37,2025-09-28
1058,Campaign_1058,Twitter,Traffic,314645,32489,9316,11183.68,25823.34,10.33,28.67,130.9,2024-09-21
1059,Campaign_1059,Facebook,Sales,373984,16674,6164,13056.88,47966.2,4.46,36.97,267.36,2025-08-12
1060,Campaign_1060,YouTube,Engagement,314954,4834,648,8332.19,41467.35,1.53,13.41,397.68,2024-11-21
1061,Campaign_1061,Facebook,Awareness,95620,2733,608,9348.5,36794.41,2.86,22.25,293.59,2024-08-05
1062,Campaign_1062,YouTube,Sales,161968,10557,4388,16154.19,24721.64,6.52,41.56,53.04,2024-11-24
1063,Campaign_1063,Facebook,Engagement,410917,13387,4955,18939.4,67006.9,3.26,37.01,253.8,2024-12-21
1064,Campaign_1064,LinkedIn,Engagement,152322,23460,11485,17364.49,27993.01,15.4,48.96,61.21,2024-12-03
1065,Campaign_1065,TikTok,Traffic,441654,19837,261,3855.26,9291.55,4.49,1.32,141.01,2024-10-18
1066,Campaign_1066,YouTube,Awareness,188422,11684,889,5837.97,19642.12,6.2,7.61,236.45,2025-07-19
1067,Campaign_1067,Instagram,Traffic,228809,31178,15058,2371.81,11197.39,13.63,48.3,372.1,2026-05-08
1068,Campaign_1068,LinkedIn,Engagement,192562,21419,5990,3905.84,12109.4,11.12,27.97,210.03,2025-05-02
1069,Campaign_1069,YouTube,Sales,100286,10983,285,18739.28,32043.54,10.95,2.59,71.0,2024-12-17
1070,Campaign_1070,Instagram,Traffic,370734,30697,5086,3570.93,6284.62,8.28,16.57,75.99,2025-07-14
1071,Campaign_1071,TikTok,Awareness,372187,15643,686,960.76,3153.5,4.2,4.39,228.23,2024-08-20
1072,Campaign_1072,Instagram,Traffic,112944,4532,184,19929.85,67920.14,4.01,4.06,240.8,2024-05-18
1073,Campaign_1073,Instagram,Awareness,72349,5145,227,2123.06,8642.17,7.11,4.41,307.06,2025-02-03
1074,Campaign_1074,Twitter,Engagement,492396,79878,13511,14896.27,30687.88,16.22,16.91,106.01,2026-01-20
1075,Campaign_1075,LinkedIn,Engagement,25340,1371,199,21223.61,111422.54,5.41,14.51,424.99,2025-06-14
1076,Campaign_1076,LinkedIn,Awareness,194655,11522,4151,19629.65,75293.7,5.92,36.03,283.57,2025-06-25
1077,Campaign_1077,Facebook,Sales,61959,10472,164,13456.55,57566.99,16.9,1.57,327.8,2024-11-30
1078,Campaign_1078,YouTube,Traffic,482729,71402,333,24352.71,39557.29,14.79,0.47,62.43,2025-03-27
1079,Campaign_1079,YouTube,Engagement,202132,39625,6116,11271.81,59947.04,19.6,15.43,431.83,2025-03-28
1080,Campaign_1080,Facebook,Awareness,209027,28793,3560,13099.15,38676.36,13.77,12.36,195.26,2025-04-06
1081,Campaign_1081,Twitter,Engagement,254266,8229,2178,3829.85,17149.21,3.24,26.47,347.78,2025-09-04
1082,Campaign_1082,TikTok,Engagement,302097,48325,1380,2515.07,8357.49,16.0,2.86,232.3,2026-03-31
1083,Campaign_1083,YouTube,Traffic,249571,40347,10273,17332.64,83485.91,16.17,25.46,381.67,2025-04-23
1084,Campaign_1084,TikTok,Engagement,162352,29028,7061,5125.23,7684.36,17.88,24.32,49.93,2026-05-05
1085,Campaign_1085,LinkedIn,Awareness,104003,1418,553,16966.34,49276.87,1.36,39.0,190.44,2025-10-24
1086,Campaign_1086,Instagram,Sales,72504,3348,858,10315.3,38572.99,4.62,25.63,273.94,2024-07-03
1087,Campaign_1087,TikTok,Awareness,43926,3979,457,8796.48,33060.09,9.06,11.49,275.83,2026-01-18
1088,Campaign_1088,LinkedIn,Engagement,132090,14916,5990,12728.2,57133.24,11.29,40.16,348.87,2024-05-24
1089,Campaign_1089,TikTok,Traffic,406520,53459,11718,12157.74,46121.74,13.15,21.92,279.36,2025-02-10
1090,Campaign_1090,Facebook,Traffic,278128,19277,2464,19315.99,32152.58,6.93,12.78,66.46,2025-05-22
1091,Campaign_1091,Twitter,Awareness,270714,16127,5197,23588.87,31321.56,5.96,32.23,32.78,2026-02-14
